O*NET-SOC Code,Title,original,narrow,narrow_weight_share,narrow_delta,broad,broad_weight_share,broad_delta,soc6
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.3717,0.35,0.27785989299441227,-0.021699999999999997,0.35,0.27785989299441227,-0.021699999999999997,51-9061
31-2021.00,Physical Therapist Assistants,0.3693,0.3623,0.1409377555364125,-0.007000000000000006,0.3623,0.1409377555364125,-0.007000000000000006,31-2021
51-8021.00,Stationary Engineers and Boiler Operators,0.3676,0.3419,0.24140926608866964,-0.0257,0.3221,0.34063425476728554,-0.045499999999999985,51-8021
47-4099.03,Weatherization Installers and Technicians,0.3663,0.3384,0.4408755281160482,-0.027900000000000036,0.3384,0.4408755281160482,-0.027900000000000036,47-4099
39-3021.00,Motion Picture Projectionists,0.3638,0.3556,0.10599084242569,-0.008199999999999985,0.2123,0.5243946599450139,-0.15150000000000002,39-3021
29-1126.00,Respiratory Therapists,0.3624,0.3414,0.1792512176220784,-0.02100000000000002,0.3414,0.1792512176220784,-0.02100000000000002,29-1126
29-1229.03,Urologists,0.3615,0.3615,0.0,0.0,0.3413,0.14665162035247853,-0.020199999999999996,29-1229
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.3611,0.331,0.3761633797047842,-0.03009999999999996,0.331,0.3761633797047842,-0.03009999999999996,51-9051
49-2098.00,Security and Fire Alarm Systems Installers,0.3577,0.3287,0.4164449884783179,-0.029000000000000026,0.3287,0.4164449884783179,-0.029000000000000026,49-2098
39-9011.00,Childcare Workers,0.3547,0.3377,0.28601859985376527,-0.017000000000000015,0.3377,0.28601859985376527,-0.017000000000000015,39-9011
29-1151.00,Nurse Anesthetists,0.3517,0.3316,0.15890859548836042,-0.020100000000000007,0.3067,0.241289140363617,-0.04500000000000004,29-1151
35-2013.00,"Cooks, Private Household",0.3486,0.2972,0.5846394128376238,-0.0514,0.2972,0.5846394128376238,-0.0514,35-2013
51-4041.00,Machinists,0.348,0.3221,0.2673103961135156,-0.02589999999999998,0.3024,0.40548760592887373,-0.045599999999999974,51-4041
29-1291.00,Acupuncturists,0.348,0.3439,0.041610288526373704,-0.0040999999999999925,0.3439,0.041610288526373704,-0.0040999999999999925,29-1291
35-2012.00,"Cooks, Institution and Cafeteria",0.3479,0.3102,0.48830111998471243,-0.03770000000000001,0.3102,0.48830111998471243,-0.03770000000000001,35-2012
31-9011.00,Massage Therapists,0.3465,0.3422,0.0860724948456921,-0.0042999999999999705,0.3422,0.0860724948456921,-0.0042999999999999705,31-9011
39-9011.01,Nannies,0.3464,0.3386,0.15633639875291672,-0.007799999999999974,0.3275,0.21172964175768155,-0.018899999999999972,39-9011
39-5093.00,Shampooers,0.3449,0.3094,0.5443303908372021,-0.035499999999999976,0.3094,0.5443303908372021,-0.035499999999999976,39-5093
51-4061.00,"Model Makers, Metal and Plastic",0.3448,0.3053,0.4522201713601395,-0.03949999999999998,0.2977,0.5283895121013608,-0.047099999999999975,51-4061
49-9099.01,Geothermal Technicians,0.3445,0.304,0.4459092547719552,-0.04049999999999998,0.304,0.4459092547719552,-0.04049999999999998,49-9099
29-2033.00,Nuclear Medicine Technologists,0.3406,0.328,0.11123702464919207,-0.0126,0.286,0.3752009448290761,-0.05460000000000004,29-2033
51-8099.01,Biofuels Processing Technicians,0.3404,0.292,0.30525178287724913,-0.0484,0.2563,0.4835732108817921,-0.08410000000000001,51-8099
31-1122.00,Personal Care Aides,0.3383,0.3305,0.15581516718676192,-0.007799999999999974,0.3213,0.21683317434310853,-0.017000000000000015,31-1122
29-2042.00,Emergency Medical Technicians,0.3382,0.334,0.08333333333333333,-0.0041999999999999815,0.3215,0.16666666666666666,-0.016699999999999993,29-2042
35-3011.00,Bartenders,0.3381,0.2675,0.6401157661692769,-0.0706,0.2675,0.6401157661692769,-0.0706,35-3011
51-9011.00,Chemical Equipment Operators and Tenders,0.3378,0.3037,0.3468307206189528,-0.034099999999999964,0.2768,0.494185429725001,-0.061,51-9011
51-2021.00,"Coil Winders, Tapers, and Finishers",0.3363,0.2753,0.5978562659658564,-0.061,0.2611,0.6926320450446013,-0.07519999999999999,51-2021
51-9141.00,Semiconductor Processing Technicians,0.3362,0.3051,0.5268883442735571,-0.031100000000000017,0.3051,0.5268883442735571,-0.031100000000000017,51-9141
33-3011.00,Bailiffs,0.3357,0.2196,0.6199740762712003,-0.11610000000000001,0.2196,0.6199740762712003,-0.11610000000000001,33-3011
31-9091.00,Dental Assistants,0.3356,0.3077,0.34386001817846,-0.027900000000000036,0.2965,0.4186606612871962,-0.039100000000000024,31-9091
51-8013.00,Power Plant Operators,0.3342,0.3143,0.15930480893004842,-0.019899999999999973,0.2392,0.5447639226254128,-0.095,51-8013
29-2043.00,Paramedics,0.3333,0.3333,0.0,0.0,0.3256,0.07692307692307693,-0.007699999999999985,29-2043
39-5011.00,Barbers,0.3332,0.3062,0.5408631400935281,-0.02699999999999997,0.3062,0.5408631400935281,-0.02699999999999997,39-5011
31-9099.02,Endoscopy Technicians,0.3328,0.3088,0.3424131099284566,-0.023999999999999966,0.2973,0.41918546301156745,-0.035499999999999976,31-9099
53-7065.00,Stockers and Order Fillers,0.3324,0.303,0.4462549158961885,-0.02939999999999998,0.3013,0.47855277391668194,-0.03109999999999996,53-7065
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.3312,0.3179,0.23256553585229806,-0.013299999999999979,0.3179,0.23256553585229806,-0.013299999999999979,43-9051
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.3305,0.295,0.3777016311492961,-0.03550000000000003,0.2549,0.5643155412735088,-0.0756,51-4023
51-3092.00,Food Batchmakers,0.3294,0.2968,0.2332291842866545,-0.03260000000000002,0.2489,0.552757233759,-0.08050000000000002,51-3092
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0.3278,0.2871,0.5157742176558291,-0.04069999999999996,0.2871,0.5157742176558291,-0.04069999999999996,39-5012
31-1133.00,Psychiatric Aides,0.3275,0.3129,0.15422745350981054,-0.014600000000000002,0.3129,0.15422745350981054,-0.014600000000000002,31-1133
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.3271,0.311,0.18344714055547268,-0.016100000000000003,0.3045,0.22689402361183755,-0.02260000000000001,43-5053
47-5013.00,"Service Unit Operators, Oil and Gas",0.3253,0.3195,0.1163131073516132,-0.005799999999999972,0.2855,0.42750479272648345,-0.0398,47-5013
51-7032.00,"Patternmakers, Wood",0.3233,0.3005,0.39758318547321064,-0.022799999999999987,0.3005,0.39758318547321064,-0.022799999999999987,51-7032
47-2111.00,Electricians,0.3229,0.2977,0.3739231264001549,-0.0252,0.2977,0.3739231264001549,-0.0252,47-2111
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.3195,0.2869,0.3694777020253952,-0.03260000000000002,0.2774,0.43235951201653294,-0.042100000000000026,51-3091
51-8013.03,Biomass Plant Technicians,0.3183,0.2911,0.18218776686395635,-0.027200000000000002,0.2186,0.5666479875583561,-0.09970000000000004,51-8013
49-9031.00,Home Appliance Repairers,0.3178,0.2923,0.3602505503280273,-0.025500000000000023,0.2877,0.3909495549109352,-0.030100000000000016,49-9031
29-2092.00,Hearing Aid Specialists,0.3176,0.2961,0.21475140327266223,-0.02150000000000002,0.2749,0.3208596531524967,-0.042700000000000016,29-2092
53-6021.00,Parking Attendants,0.3165,0.3046,0.18463161576289094,-0.011900000000000022,0.2945,0.2521173900512836,-0.02200000000000002,53-6021
49-2091.00,Avionics Technicians,0.3158,0.2858,0.5341629123652689,-0.030000000000000027,0.2858,0.5341629123652689,-0.030000000000000027,49-2091
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0.3149,0.298,0.3387469516776757,-0.016900000000000026,0.298,0.3387469516776757,-0.016900000000000026,39-3093
33-2011.00,Firefighters,0.3146,0.297,0.3497593552621733,-0.017600000000000005,0.297,0.3497593552621733,-0.017600000000000005,33-2011
35-3023.01,Baristas,0.3083,0.254,0.6350547613975948,-0.054300000000000015,0.254,0.6350547613975948,-0.054300000000000015,35-3023
31-1131.00,Nursing Assistants,0.3078,0.2948,0.2359366225896679,-0.013000000000000012,0.2922,0.26159768207087636,-0.015600000000000003,31-1131
53-7081.00,Refuse and Recyclable Material Collectors,0.3078,0.2974,0.2787507151057444,-0.01040000000000002,0.2705,0.4993586102862824,-0.0373,53-7081
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.3063,0.2801,0.4492694990062419,-0.0262,0.2801,0.4492694990062419,-0.0262,51-6061
39-5094.00,Skincare Specialists,0.3063,0.282,0.484291116930349,-0.024300000000000044,0.282,0.484291116930349,-0.024300000000000044,39-5094
51-3011.00,Bakers,0.3053,0.2542,0.4126505724169774,-0.051100000000000034,0.2318,0.5881926164698038,-0.07350000000000001,51-3011
27-2011.00,Actors,0.3052,0.277,0.09410303250248067,-0.028200000000000003,0.277,0.09410303250248067,-0.028200000000000003,27-2011
51-2022.00,Electrical and Electronic Equipment Assemblers,0.3033,0.2686,0.5296772150995251,-0.03470000000000001,0.2686,0.5296772150995251,-0.03470000000000001,51-2022
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.3022,0.2622,0.43297605202243455,-0.040000000000000036,0.2438,0.5557801500553753,-0.058400000000000035,51-4191
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.3019,0.2813,0.2896993204073596,-0.020600000000000007,0.2813,0.2896993204073596,-0.020600000000000007,43-5111
53-1041.00,Aircraft Cargo Handling Supervisors,0.3016,0.2921,0.190719670323094,-0.009499999999999953,0.2921,0.190719670323094,-0.009499999999999953,53-1041
53-7121.00,"Tank Car, Truck, and Ship Loaders",0.3003,0.2586,0.29042483780643863,-0.041700000000000015,0.2305,0.49533865010936795,-0.0698,53-7121
29-2053.00,Psychiatric Technicians,0.2995,0.2966,0.058779734290362914,-0.0029000000000000137,0.2689,0.12516163613503128,-0.030600000000000016,29-2053
39-2011.00,Animal Trainers,0.2986,0.276,0.4227583743557116,-0.022599999999999953,0.276,0.4227583743557116,-0.022599999999999953,39-2011
31-2022.00,Physical Therapist Aides,0.2977,0.2805,0.31927939017441326,-0.017199999999999993,0.2805,0.31927939017441326,-0.017199999999999993,31-2022
51-8031.00,Water and Wastewater Treatment Plant and System Operators,0.2963,0.2607,0.2510764832861992,-0.03560000000000002,0.2205,0.5189150587083636,-0.0758,51-8031
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.295,0.2913,0.1199763440019167,-0.003699999999999981,0.2646,0.29801802000006905,-0.030399999999999983,53-4022
39-2021.00,Animal Caretakers,0.2948,0.2847,0.17907862235804173,-0.010099999999999998,0.2847,0.17907862235804173,-0.010099999999999998,39-2021
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.2947,0.2524,0.49262494369914056,-0.042300000000000004,0.2509,0.5226306914330145,-0.043800000000000006,49-9021
49-9061.00,Camera and Photographic Equipment Repairers,0.2946,0.2482,0.532310261699082,-0.04639999999999997,0.2482,0.532310261699082,-0.04639999999999997,49-9061
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.2937,0.2718,0.27157744208567985,-0.02190000000000003,0.2516,0.5305362134192942,-0.042100000000000026,51-6062
29-1021.00,"Dentists, General",0.2932,0.2777,0.054448179806103544,-0.015500000000000014,0.2535,0.21723964719358166,-0.03970000000000001,29-1021
47-2132.00,"Insulation Workers, Mechanical",0.2917,0.2489,0.6665428100366073,-0.042800000000000005,0.2489,0.6665428100366073,-0.042800000000000005,47-2132
47-4021.00,Elevator and Escalator Installers and Repairers,0.2914,0.2689,0.4215879345148233,-0.02250000000000002,0.2689,0.4215879345148233,-0.02250000000000002,47-4021
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.2913,0.2318,0.6407140559578562,-0.0595,0.2318,0.6407140559578562,-0.0595,51-4122
29-2099.05,Ophthalmic Medical Technologists,0.2912,0.2894,0.03708210962371575,-0.0018000000000000238,0.2473,0.19796813371825395,-0.04390000000000002,29-2099
53-5022.00,Motorboat Operators,0.2899,0.2834,0.1289985494987704,-0.006500000000000006,0.2406,0.41458985383088914,-0.04929999999999998,53-5022
51-9191.00,Adhesive Bonding Machine Operators and Tenders,0.2896,0.2466,0.5101654126282317,-0.04300000000000001,0.2466,0.5101654126282317,-0.04300000000000001,51-9191
35-3041.00,"Food Servers, Nonrestaurant",0.2891,0.2622,0.5390574435144762,-0.026900000000000035,0.2622,0.5390574435144762,-0.026900000000000035,35-3041
51-6092.00,Fabric and Apparel Patternmakers,0.289,0.2414,0.5119070302566407,-0.047599999999999976,0.2414,0.5119070302566407,-0.047599999999999976,51-6092
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.2887,0.2653,0.2922868089017659,-0.023400000000000032,0.2484,0.4458454891249321,-0.0403,51-9021
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.2881,0.2735,0.23446780720869953,-0.014600000000000002,0.2735,0.23446780720869953,-0.014600000000000002,31-9096
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.2849,0.2364,0.5502840712974085,-0.04849999999999999,0.2364,0.5502840712974085,-0.04849999999999999,49-2093
29-2011.04,Histotechnologists,0.2833,0.2421,0.41260906317010604,-0.04119999999999999,0.225,0.4977994783662832,-0.05829999999999999,29-2011
49-3011.00,Aircraft Mechanics and Service Technicians,0.2833,0.2637,0.36652097356724495,-0.019600000000000006,0.2582,0.4071971228917755,-0.02510000000000001,49-3011
31-1121.00,Home Health Aides,0.2832,0.2774,0.11506963939326273,-0.005800000000000027,0.2774,0.11506963939326273,-0.005800000000000027,31-1121
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.2821,0.24,0.37977366810393304,-0.042100000000000026,0.218,0.48196838631544847,-0.06410000000000002,51-4081
39-4012.00,Crematory Operators,0.2819,0.2583,0.4166666666666667,-0.02360000000000001,0.2417,0.5833333333333334,-0.040199999999999986,39-4012
35-3023.00,Fast Food and Counter Workers,0.2819,0.2347,0.6941062107344408,-0.04719999999999999,0.2347,0.6941062107344408,-0.04719999999999999,35-3023
53-6031.00,Automotive and Watercraft Service Attendants,0.2799,0.2489,0.23191776526228902,-0.030999999999999972,0.2426,0.2634062082239108,-0.03729999999999997,53-6031
51-8013.04,Hydroelectric Plant Technicians,0.2799,0.2675,0.2484138065710508,-0.012399999999999967,0.223,0.5046150970996106,-0.05689999999999998,51-8013
53-7011.00,Conveyor Operators and Tenders,0.2796,0.2456,0.4352049919928812,-0.034,0.2349,0.4996232592162249,-0.04470000000000002,53-7011
39-6011.00,Baggage Porters and Bellhops,0.2796,0.2408,0.5476455102138718,-0.03880000000000003,0.2408,0.5476455102138718,-0.03880000000000003,39-6011
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2791,0.1906,0.6500318836806218,-0.08850000000000002,0.1858,0.722005262648633,-0.09330000000000002,51-4035
49-9064.00,Watch and Clock Repairers,0.2777,0.2434,0.40117513872321847,-0.0343,0.2434,0.40117513872321847,-0.0343,49-9064
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.277,0.2642,0.21258131127513227,-0.012800000000000034,0.2449,0.4592896071229227,-0.03210000000000002,51-6063
47-5023.00,"Earth Drillers, Except Oil and Gas",0.2757,0.2395,0.3280890115769159,-0.03620000000000001,0.2052,0.6476687472567831,-0.07050000000000001,47-5023
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.2751,0.2685,0.1657208444011793,-0.006599999999999995,0.2364,0.37962407675494825,-0.03870000000000001,53-4013
53-7021.00,Crane and Tower Operators,0.2746,0.2402,0.386038319483491,-0.034400000000000014,0.2338,0.5139495598118967,-0.0408,53-7021
29-2057.00,Ophthalmic Medical Technicians,0.2745,0.2719,0.05344292260849916,-0.0026000000000000467,0.2314,0.1587638642621941,-0.04310000000000003,29-2057
39-4021.00,Funeral Attendants,0.2735,0.2248,0.5387311692274519,-0.04870000000000002,0.2248,0.5387311692274519,-0.04870000000000002,39-4021
27-4015.00,Lighting Technicians,0.2734,0.2422,0.5,-0.031199999999999978,0.2203,0.5625,-0.05309999999999998,27-4015
49-9043.00,"Maintenance Workers, Machinery",0.2726,0.2381,0.48367314113724075,-0.0345,0.2353,0.5400776717892882,-0.0373,49-9043
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.2722,0.2423,0.4154524605835519,-0.02990000000000001,0.2302,0.5359262799317936,-0.04200000000000001,45-2092
51-4111.00,Tool and Die Makers,0.2699,0.2478,0.4016726095270784,-0.02209999999999998,0.2415,0.46508076039039997,-0.02839999999999998,51-4111
45-2021.00,Animal Breeders,0.2694,0.2514,0.22021985324055757,-0.01799999999999996,0.2514,0.22021985324055757,-0.01799999999999996,45-2021
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,0.2681,0.2476,0.3563500714622132,-0.020500000000000018,0.2331,0.4655295549269945,-0.035,47-4071
51-9071.00,Jewelers and Precious Stone and Metal Workers,0.2671,0.2366,0.5812984982172358,-0.0305,0.2366,0.5812984982172358,-0.0305,51-9071
51-3093.00,Food Cooking Machine Operators and Tenders,0.2663,0.1946,0.5296323353436969,-0.07169999999999999,0.149,0.7429525023178221,-0.11729999999999999,51-3093
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.2661,0.2145,0.5149077568138036,-0.05160000000000001,0.1939,0.6521504641188499,-0.07220000000000001,51-9041
51-4062.00,"Patternmakers, Metal and Plastic",0.2624,0.245,0.3467393761593841,-0.017400000000000027,0.2397,0.4530741457138283,-0.022700000000000026,51-4062
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.2616,0.2276,0.5496429969515668,-0.034,0.2077,0.6575758282801933,-0.0539,47-5032
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.2612,0.1942,0.49629857457912513,-0.06699999999999998,0.1838,0.555984561269019,-0.0774,51-9012
49-9071.00,"Maintenance and Repair Workers, General",0.2586,0.2083,0.540774631229426,-0.050299999999999984,0.2083,0.540774631229426,-0.050299999999999984,49-9071
29-2056.00,Veterinary Technologists and Technicians,0.2569,0.2424,0.20922527248484665,-0.014500000000000013,0.2373,0.24313223426317146,-0.019600000000000006,29-2056
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.2568,0.22,0.43239604928205083,-0.03679999999999997,0.1654,0.7174372014859274,-0.09139999999999998,51-6091
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",0.2561,0.227,0.5034588890303274,-0.029099999999999987,0.2235,0.5210413332136903,-0.03259999999999999,47-2152
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,0.2555,0.1636,0.6920868749450357,-0.09190000000000001,0.1561,0.7421415037268503,-0.09940000000000002,51-9193
51-3021.00,Butchers and Meat Cutters,0.2554,0.2164,0.6188468641306649,-0.03900000000000001,0.2164,0.6188468641306649,-0.03900000000000001,51-3021
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.254,0.2228,0.4177786581592737,-0.031200000000000006,0.1906,0.6074562053114262,-0.06340000000000001,51-4034
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.2526,0.2394,0.23074001553604587,-0.01319999999999999,0.2138,0.4876255683598017,-0.0388,47-5022
27-2042.00,Musicians and Singers,0.2507,0.2507,0.12910203764521064,0.0,0.2507,0.12910203764521064,0.0,27-2042
31-9097.00,Phlebotomists,0.2486,0.2032,0.5670506635761514,-0.045399999999999996,0.2032,0.5670506635761514,-0.045399999999999996,31-9097
47-2073.00,Operating Engineers and Other Construction Equipment Operators,0.2485,0.2209,0.34324686577566477,-0.027599999999999986,0.187,0.6484634391664502,-0.0615,47-2073
51-4051.00,Metal-Refining Furnace Operators and Tenders,0.2467,0.1574,0.6006267049632985,-0.08929999999999999,0.1535,0.6790641887799325,-0.0932,51-4051
45-4011.00,Forest and Conservation Workers,0.2461,0.1868,0.5946322489236481,-0.05930000000000002,0.1828,0.6339041352681679,-0.06330000000000002,45-4011
49-9081.00,Wind Turbine Service Technicians,0.2453,0.2433,0.1395404703606571,-0.0020000000000000018,0.2433,0.1395404703606571,-0.0020000000000000018,49-9081
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",0.2452,0.212,0.434961743044521,-0.03320000000000001,0.1757,0.6423604427847859,-0.0695,51-9023
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.245,0.1795,0.6186604700898378,-0.0655,0.1667,0.7034320351365406,-0.07830000000000001,51-9192
47-2211.00,Sheet Metal Workers,0.2441,0.2098,0.5925495213713142,-0.034300000000000025,0.2098,0.5925495213713142,-0.034300000000000025,47-2211
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.2441,0.2147,0.36399958145534683,-0.02940000000000001,0.1685,0.6652397593696944,-0.0756,51-4022
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.2439,0.2132,0.5762633706825394,-0.030700000000000005,0.2132,0.5762633706825394,-0.030700000000000005,49-2096
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.2436,0.2182,0.26644545990824686,-0.025400000000000006,0.2044,0.5435585624973317,-0.03920000000000001,51-6064
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.2431,0.2071,0.42913464348684893,-0.036000000000000004,0.2071,0.42913464348684893,-0.036000000000000004,49-3053
49-3041.00,Farm Equipment Mechanics and Service Technicians,0.2422,0.1808,0.5505794813651613,-0.06140000000000001,0.1808,0.5505794813651613,-0.06140000000000001,49-3041
51-5113.00,Print Binding and Finishing Workers,0.2419,0.2139,0.4960000832838719,-0.027999999999999997,0.1817,0.7105550019566245,-0.060200000000000004,51-5113
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0.2412,0.2058,0.5571957430335894,-0.03539999999999999,0.2019,0.6084063963430021,-0.0393,51-9195
49-9097.00,Signal and Track Switch Repairers,0.2412,0.216,0.1589360942235409,-0.0252,0.2011,0.2582309159351156,-0.0401,49-9097
29-1071.01,Anesthesiologist Assistants,0.2396,0.2268,0.10238352792302602,-0.012800000000000006,0.2268,0.10238352792302602,-0.012800000000000006,29-1071
45-4022.00,Logging Equipment Operators,0.2388,0.2317,0.09545984877448473,-0.007100000000000023,0.1829,0.582892527527363,-0.055900000000000005,45-4022
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.2388,0.2079,0.4433221005723291,-0.03090000000000001,0.1965,0.5005372290091982,-0.042300000000000004,49-3042
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",0.2386,0.2175,0.42202482090609367,-0.021100000000000008,0.2132,0.5076007538904352,-0.025400000000000006,53-7062
51-4192.00,"Layout Workers, Metal and Plastic",0.2383,0.1796,0.6369124297497852,-0.0587,0.1754,0.7213145838296048,-0.06290000000000001,51-4192
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",0.231,0.1935,0.5238985816577539,-0.037500000000000006,0.179,0.572195211621538,-0.05200000000000002,49-2092
27-2031.00,Dancers,0.2306,0.2273,0.32683706742122404,-0.0032999999999999974,0.2273,0.32683706742122404,-0.0032999999999999974,27-2031
51-9194.00,Etchers and Engravers,0.2304,0.1952,0.5744349057671807,-0.03519999999999998,0.1905,0.6060123542009315,-0.03989999999999999,51-9194
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.2302,0.2014,0.39147975616701314,-0.028799999999999992,0.1921,0.5778748334105881,-0.038099999999999995,51-4033
49-3023.00,Automotive Service Technicians and Mechanics,0.2296,0.1949,0.404174245826509,-0.03470000000000001,0.1885,0.4468574199272568,-0.0411,49-3023
49-9092.00,Commercial Divers,0.2295,0.2107,0.3294616033349371,-0.01880000000000001,0.202,0.40962071826427315,-0.027499999999999997,49-9092
35-2014.00,"Cooks, Restaurant",0.2288,0.1856,0.6464043336154528,-0.043200000000000016,0.1856,0.6464043336154528,-0.043200000000000016,35-2014
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.2287,0.1685,0.5720560191232305,-0.060199999999999976,0.1685,0.5720560191232305,-0.060199999999999976,49-9012
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.2282,0.1825,0.516655249056418,-0.04569999999999999,0.1816,0.5352293225809336,-0.046599999999999975,49-2021
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.2257,0.1626,0.5185078416918207,-0.06310000000000002,0.1413,0.773741795103091,-0.0844,51-9032
49-3092.00,Recreational Vehicle Service Technicians,0.2241,0.1967,0.3680859508799593,-0.02739999999999998,0.1967,0.3680859508799593,-0.02739999999999998,49-3092
49-3051.00,Motorboat Mechanics and Service Technicians,0.2236,0.1867,0.37533077190133013,-0.03689999999999999,0.1867,0.37533077190133013,-0.03689999999999999,49-3051
51-9022.00,"Grinding and Polishing Workers, Hand",0.222,0.2003,0.4341282103172871,-0.021699999999999997,0.1967,0.5047300786489464,-0.02529999999999999,51-9022
49-9011.00,Mechanical Door Repairers,0.2216,0.1818,0.6885351404144475,-0.0398,0.1818,0.6885351404144475,-0.0398,49-9011
51-9123.00,"Painting, Coating, and Decorating Workers",0.2209,0.1467,0.734893399493064,-0.07420000000000002,0.114,0.8799683008941656,-0.10690000000000001,51-9123
53-7073.00,Wellhead Pumpers,0.2208,0.2061,0.25281689601398005,-0.01469999999999999,0.1603,0.4819304018686809,-0.0605,53-7073
45-2041.00,"Graders and Sorters, Agricultural Products",0.219,0.1917,0.4406424629496491,-0.02729999999999999,0.1917,0.4406424629496491,-0.02729999999999999,45-2041
47-5012.00,"Rotary Drill Operators, Oil and Gas",0.2188,0.1704,0.38747526231448753,-0.0484,0.1448,0.6422767616725497,-0.07399999999999998,47-5012
29-2055.00,Surgical Technologists,0.2182,0.184,0.272108565855521,-0.03420000000000001,0.184,0.272108565855521,-0.03420000000000001,29-2055
53-5011.00,Sailors and Marine Oilers,0.218,0.1895,0.4158506734554675,-0.028499999999999998,0.1735,0.49111983419166044,-0.04450000000000001,53-5011
47-2031.00,Carpenters,0.2168,0.1728,0.7194116875194886,-0.043999999999999984,0.1728,0.7194116875194886,-0.043999999999999984,47-2031
51-7031.00,"Model Makers, Wood",0.2148,0.1824,0.567737377093746,-0.032399999999999984,0.1824,0.567737377093746,-0.032399999999999984,51-7031
47-5041.00,Continuous Mining Machine Operators,0.2137,0.1956,0.296293754151243,-0.018100000000000005,0.1697,0.5711064214360004,-0.04400000000000001,47-5041
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.2114,0.117,0.6766129328085362,-0.0944,0.0904,0.8189025090798366,-0.12100000000000001,51-4194
45-4021.00,Fallers,0.211,0.1732,0.5633754067632437,-0.0378,0.1702,0.5932578462062613,-0.0408,45-4021
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.2093,0.1644,0.5678754351485094,-0.04490000000000002,0.1447,0.6773385146034114,-0.06460000000000002,51-4072
53-7031.00,Dredge Operators,0.2072,0.2072,0.0,0.0,0.0723,0.8685046337675605,-0.1349,53-7031
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.2049,0.173,0.5005798666833022,-0.03190000000000001,0.1423,0.6607590873883744,-0.06259999999999999,51-4193
